"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
52,"admin.","married","unknown","no","no","no","cellular","apr","wed",387,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.654,5008.7,"1"
31,"unemployed","married","basic.9y","no","no","no","cellular","may","wed",570,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"1"
29,"blue-collar","single","high.school","no","yes","no","telephone","jun","thu",1318,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"1"
49,"technician","divorced","professional.course","no","yes","no","cellular","oct","fri",251,2,3,1,"success",-1.1,94.601,-49.5,0.972,4963.6,"1"
31,"services","married","basic.9y","no","no","no","telephone","may","tue",945,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"1"
26,"student","single","basic.9y","no","yes","no","cellular","mar","mon",1447,2,999,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,"1"
56,"services","married","high.school","no","no","no","telephone","nov","thu",871,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"1"
33,"technician","married","professional.course","no","no","no","cellular","apr","thu",285,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"1"
35,"admin.","single","university.degree","no","yes","no","cellular","apr","fri",1007,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"1"
41,"admin.","divorced","university.degree","no","yes","yes","cellular","mar","fri",418,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"1"
55,"retired","married","high.school","no","no","no","telephone","may","fri",924,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"1"
48,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",607,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"1"
66,"management","divorced","university.degree","no","no","no","cellular","sep","tue",679,1,1,1,"success",-3.4,92.379,-29.8,0.788,5017.5,"1"
33,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",217,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,"1"
20,"student","single","high.school","no","yes","no","cellular","apr","thu",615,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"1"
77,"retired","married","university.degree","no","yes","no","cellular","may","wed",152,1,6,4,"success",-1.8,93.876,-40,0.682,5008.7,"1"
18,"student","single","unknown","no","no","no","cellular","sep","thu",385,1,3,1,"success",-3.4,92.379,-29.8,0.809,5017.5,"1"
43,"technician","married","high.school","no","yes","no","cellular","sep","tue",260,1,3,1,"success",-3.4,92.379,-29.8,0.788,5017.5,"1"
38,"technician","married","professional.course","no","yes","yes","cellular","mar","thu",63,2,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"1"
67,"retired","married","basic.4y","no","no","no","telephone","nov","mon",167,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"1"
33,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","wed",686,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"1"
74,"retired","married","basic.9y","no","yes","no","cellular","oct","thu",134,2,6,1,"success",-3.4,92.431,-26.9,0.74,5017.5,"1"
53,"technician","divorced","high.school","no","no","no","cellular","nov","thu",531,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"1"
50,"technician","married","professional.course","no","unknown","unknown","cellular","oct","fri",447,1,8,2,"failure",-3.4,92.431,-26.9,0.739,5017.5,"1"
34,"technician","single","professional.course","no","no","yes","cellular","jul","tue",955,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"1"
33,"services","married","high.school","no","yes","no","cellular","may","tue",737,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"1"
37,"admin.","single","high.school","no","yes","no","cellular","may","fri",326,5,999,2,"failure",-1.8,92.893,-46.2,1.25,5099.1,"1"
28,"self-employed","single","university.degree","no","no","no","cellular","mar","fri",296,2,999,0,"nonexistent",-1.8,92.843,-50,1.64,5099.1,"1"
69,"retired","divorced","professional.course","no","no","no","cellular","oct","tue",144,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.744,5017.5,"1"
37,"admin.","married","university.degree","unknown","no","no","cellular","aug","wed",739,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"1"
43,"self-employed","married","university.degree","no","no","no","cellular","jul","tue",386,3,999,1,"failure",-1.7,94.215,-40.3,0.797,4991.6,"1"
25,"services","single","high.school","no","yes","no","telephone","oct","thu",301,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.921,5195.8,"1"
26,"student","single","high.school","no","yes","no","cellular","aug","fri",155,2,6,2,"failure",-2.9,92.201,-31.4,0.825,5076.2,"1"
35,"unemployed","married","professional.course","no","yes","no","cellular","dec","mon",315,1,6,1,"success",-3,92.713,-33,0.706,5023.5,"1"
45,"admin.","married","university.degree","no","no","no","cellular","aug","mon",608,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"1"
53,"management","married","university.degree","no","yes","no","cellular","aug","tue",1133,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"1"
44,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","fri",574,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"1"
36,"blue-collar","single","basic.9y","no","yes","yes","telephone","jun","thu",762,3,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"1"
21,"student","single","unknown","no","yes","no","cellular","jul","thu",968,1,13,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"1"
28,"blue-collar","single","high.school","no","yes","yes","cellular","apr","thu",268,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"1"
37,"services","married","high.school","no","no","no","cellular","nov","wed",459,2,999,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"1"
52,"blue-collar","unknown","basic.4y","no","no","no","cellular","may","thu",1180,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"1"
27,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","mon",877,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"1"
39,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","tue",634,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"1"
53,"management","married","basic.9y","unknown","yes","yes","cellular","jul","fri",1041,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"1"
44,"self-employed","divorced","professional.course","no","yes","no","cellular","jun","thu",310,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.742,4991.6,"1"
34,"admin.","divorced","high.school","no","yes","no","cellular","apr","tue",121,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"1"
48,"blue-collar","single","basic.4y","no","yes","no","cellular","may","tue",1203,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"1"
53,"admin.","married","university.degree","no","no","yes","telephone","jun","thu",1603,10,999,0,"nonexistent",-2.9,92.963,-40.8,1.235,5076.2,"1"
39,"blue-collar","married","basic.6y","unknown","no","no","cellular","may","mon",1232,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"1"
34,"technician","single","university.degree","no","no","no","cellular","oct","fri",144,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,"1"
28,"unemployed","married","high.school","no","no","no","telephone","mar","fri",341,4,6,1,"success",-1.8,93.369,-34.8,0.653,5008.7,"1"
53,"entrepreneur","married","basic.4y","no","yes","yes","cellular","apr","tue",398,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"1"
29,"admin.","single","basic.9y","unknown","yes","no","cellular","may","thu",983,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"1"
83,"retired","married","university.degree","no","yes","no","cellular","jul","tue",178,1,6,2,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
32,"blue-collar","single","high.school","no","no","no","cellular","jun","mon",247,1,2,2,"success",-1.7,94.055,-39.8,0.754,4991.6,"1"
37,"housemaid","married","university.degree","no","no","no","cellular","oct","thu",178,2,13,2,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
34,"technician","single","university.degree","no","yes","yes","cellular","mar","thu",221,3,3,2,"success",-1.8,93.369,-34.8,0.654,5008.7,"1"
27,"unemployed","single","university.degree","no","yes","yes","cellular","jul","thu",538,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"1"
24,"technician","single","professional.course","no","yes","no","cellular","sep","fri",1042,5,999,3,"failure",-1.1,94.199,-37.5,0.878,4963.6,"1"
35,"management","married","university.degree","no","no","no","cellular","apr","thu",375,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"1"
35,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",925,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"1"
33,"technician","single","university.degree","no","yes","no","cellular","sep","thu",463,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"1"
36,"self-employed","single","university.degree","no","no","yes","cellular","jun","mon",458,1,4,4,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
36,"management","married","basic.6y","no","yes","no","cellular","oct","tue",332,1,999,1,"failure",-3.4,92.431,-26.9,0.737,5017.5,"1"
31,"technician","married","professional.course","no","yes","no","cellular","jun","tue",243,5,9,2,"success",-1.7,94.055,-39.8,0.723,4991.6,"1"
42,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","wed",962,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"1"
46,"unemployed","married","basic.9y","no","no","no","cellular","jun","tue",200,2,999,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,"1"
20,"student","single","high.school","no","yes","no","cellular","jul","wed",349,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.029,5076.2,"1"
30,"admin.","married","university.degree","no","no","no","telephone","oct","wed",313,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.827,5195.8,"1"
39,"blue-collar","married","basic.9y","no","no","no","telephone","oct","fri",270,1,999,0,"nonexistent",-0.1,93.798,-40.4,5.045,5195.8,"1"
42,"blue-collar","married","basic.9y","no","no","no","cellular","jul","thu",1187,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"1"
33,"management","single","university.degree","no","no","no","cellular","nov","thu",2420,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"1"
31,"admin.","single","high.school","no","yes","no","cellular","sep","fri",210,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.773,5017.5,"1"
33,"services","single","high.school","unknown","yes","no","cellular","jul","tue",560,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"1"
27,"admin.","single","university.degree","no","yes","no","cellular","mar","tue",359,1,999,1,"failure",-1.8,93.369,-34.8,0.635,5008.7,"1"
33,"technician","married","professional.course","no","no","no","cellular","sep","wed",569,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"1"
41,"entrepreneur","married","high.school","no","yes","no","cellular","jun","tue",169,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"1"
58,"admin.","married","high.school","no","yes","yes","cellular","jul","thu",414,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"1"
34,"admin.","married","university.degree","no","yes","yes","cellular","may","wed",242,1,7,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"1"
29,"self-employed","married","university.degree","no","yes","no","cellular","mar","wed",95,4,999,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"1"
30,"student","married","university.degree","no","no","no","cellular","aug","mon",98,2,3,2,"success",-2.9,92.201,-31.4,0.821,5076.2,"1"
30,"admin.","single","university.degree","no","no","no","cellular","apr","thu",224,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"1"
39,"technician","married","professional.course","no","no","no","cellular","apr","thu",225,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"1"
31,"technician","single","university.degree","no","no","no","cellular","jul","thu",200,4,999,1,"failure",-1.7,94.215,-40.3,0.899,4991.6,"1"
25,"student","single","high.school","no","yes","yes","cellular","apr","wed",82,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"1"
34,"admin.","single","university.degree","no","yes","yes","cellular","mar","tue",295,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"1"
35,"admin.","married","university.degree","no","no","no","cellular","oct","wed",194,1,3,2,"success",-1.1,94.601,-49.5,0.985,4963.6,"1"
50,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","wed",586,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"1"
53,"technician","married","high.school","no","yes","no","cellular","mar","tue",539,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"1"
75,"retired","divorced","basic.4y","unknown","yes","no","cellular","oct","thu",502,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,"1"
26,"admin.","single","university.degree","no","yes","no","telephone","sep","thu",471,1,7,1,"success",-3.4,92.379,-29.8,0.809,5017.5,"1"
51,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",561,9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"1"
30,"admin.","married","high.school","no","no","yes","cellular","may","tue",838,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"1"
25,"student","single","university.degree","no","yes","yes","cellular","jun","thu",393,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.235,5076.2,"1"
29,"technician","single","professional.course","no","no","no","cellular","nov","fri",530,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"1"
25,"admin.","single","university.degree","no","no","yes","cellular","nov","mon",165,1,3,2,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
57,"retired","divorced","basic.4y","unknown","no","no","cellular","jul","fri",655,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"1"
73,"retired","married","university.degree","no","yes","no","cellular","mar","fri",179,1,999,0,"nonexistent",-1.8,92.843,-50,1.531,5099.1,"1"
44,"admin.","married","university.degree","unknown","yes","no","cellular","aug","wed",641,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"1"
21,"student","single","unknown","no","no","no","telephone","jul","thu",250,1,12,1,"success",-1.7,94.215,-40.3,0.81,4991.6,"1"
33,"technician","divorced","professional.course","no","no","no","telephone","may","mon",1218,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"1"
50,"blue-collar","divorced","professional.course","no","yes","no","telephone","nov","tue",301,2,7,2,"success",-1.1,94.767,-50.8,1.049,4963.6,"1"
25,"self-employed","single","unknown","no","unknown","unknown","cellular","jul","wed",844,5,999,2,"failure",-1.7,94.215,-40.3,0.896,4991.6,"1"
27,"admin.","single","high.school","no","yes","no","telephone","may","wed",1328,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"1"
59,"technician","married","professional.course","no","yes","no","cellular","aug","wed",210,4,999,0,"nonexistent",-2.9,92.201,-31.4,0.834,5076.2,"1"
71,"retired","married","basic.4y","no","no","no","cellular","apr","mon",328,2,4,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"1"
25,"admin.","single","university.degree","no","no","no","cellular","aug","mon",286,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,"1"
26,"admin.","married","high.school","no","yes","yes","cellular","jun","wed",275,2,999,1,"failure",-1.7,94.055,-39.8,0.767,4991.6,"1"
48,"management","married","high.school","no","no","no","cellular","jul","tue",705,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"1"
51,"management","married","university.degree","unknown","no","no","cellular","jul","thu",901,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"1"
51,"admin.","married","university.degree","no","yes","yes","cellular","oct","thu",236,3,3,1,"success",-1.1,94.601,-49.5,0.965,4963.6,"1"
45,"self-employed","divorced","university.degree","no","no","yes","cellular","jul","mon",890,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"1"
40,"self-employed","married","university.degree","unknown","yes","yes","cellular","nov","thu",1490,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"1"
34,"admin.","married","university.degree","unknown","no","no","cellular","aug","tue",1227,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"1"
24,"blue-collar","single","unknown","no","no","yes","cellular","jun","mon",188,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"1"
55,"technician","married","professional.course","no","no","no","cellular","aug","wed",976,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"1"
40,"blue-collar","married","basic.4y","unknown","yes","no","cellular","nov","thu",628,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"1"
39,"admin.","divorced","professional.course","no","no","no","cellular","mar","thu",593,4,999,1,"failure",-1.8,93.369,-34.8,0.643,5008.7,"1"
45,"admin.","married","university.degree","no","no","no","cellular","jul","thu",252,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.072,5076.2,"1"
40,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",366,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"1"
33,"admin.","single","high.school","no","yes","no","cellular","aug","fri",1088,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.881,5076.2,"1"
33,"blue-collar","single","basic.6y","no","no","no","cellular","jul","thu",854,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"1"
40,"admin.","single","high.school","no","yes","no","cellular","apr","mon",133,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"1"
32,"admin.","single","university.degree","no","yes","no","cellular","sep","thu",150,2,10,3,"success",-1.1,94.199,-37.5,0.884,4963.6,"1"
33,"self-employed","married","basic.9y","unknown","no","no","cellular","aug","fri",1000,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"1"
50,"technician","married","high.school","no","yes","no","cellular","dec","mon",229,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"1"
39,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",651,23,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"1"
33,"technician","single","professional.course","no","yes","no","cellular","sep","fri",395,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"1"
38,"technician","married","university.degree","no","yes","no","cellular","aug","mon",1374,6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"1"
41,"admin.","married","university.degree","no","no","no","cellular","apr","fri",476,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"1"
22,"student","single","basic.6y","no","yes","no","cellular","aug","thu",293,2,4,2,"success",-2.9,92.201,-31.4,0.873,5076.2,"1"
47,"entrepreneur","married","university.degree","no","no","no","cellular","aug","tue",487,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"1"
34,"technician","single","university.degree","no","yes","no","cellular","jul","mon",251,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"1"
39,"admin.","married","university.degree","no","no","no","telephone","may","mon",744,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"1"
34,"admin.","married","university.degree","no","no","no","cellular","jul","wed",781,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"1"
28,"self-employed","single","university.degree","no","yes","no","cellular","jul","thu",198,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.846,4991.6,"1"
21,"student","single","university.degree","no","yes","no","cellular","dec","fri",379,3,6,1,"success",-3,92.713,-33,0.71,5023.5,"1"
45,"unemployed","married","high.school","no","no","no","cellular","sep","wed",1081,2,999,0,"nonexistent",-1.1,94.199,-37.5,0.88,4963.6,"1"
39,"technician","divorced","professional.course","no","yes","no","cellular","may","wed",597,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"1"
29,"management","married","university.degree","no","yes","no","cellular","may","wed",281,4,999,1,"failure",-1.8,92.893,-46.2,1.27,5099.1,"1"
69,"retired","divorced","university.degree","no","yes","no","cellular","apr","tue",207,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"1"
36,"management","divorced","university.degree","no","yes","no","cellular","jun","mon",422,1,3,4,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
50,"unemployed","married","high.school","no","no","no","telephone","may","tue",353,3,999,0,"nonexistent",-1.8,93.876,-40,0.688,5008.7,"1"
43,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","mon",1395,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"1"
56,"unknown","married","basic.4y","no","no","no","cellular","oct","tue",480,1,2,2,"success",-3.4,92.431,-26.9,0.744,5017.5,"1"
41,"admin.","single","high.school","no","unknown","unknown","cellular","apr","thu",664,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"1"
70,"admin.","married","basic.4y","no","no","no","cellular","sep","tue",1962,1,999,2,"failure",-3.4,92.379,-29.8,0.77,5017.5,"1"
54,"admin.","married","university.degree","no","yes","yes","cellular","nov","tue",215,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,"1"
39,"technician","single","professional.course","no","no","no","cellular","may","tue",844,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"1"
45,"unemployed","married","professional.course","unknown","no","no","telephone","sep","thu",1405,1,6,2,"failure",-1.1,94.199,-37.5,0.879,4963.6,"1"
30,"services","single","high.school","no","no","no","cellular","nov","fri",648,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"1"
41,"technician","single","university.degree","no","no","no","telephone","jun","tue",270,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"1"
32,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",97,3,999,0,"nonexistent",-2.9,92.469,-33.6,1.029,5076.2,"1"
27,"technician","single","university.degree","no","yes","yes","cellular","may","wed",754,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"1"
28,"services","single","high.school","no","yes","yes","cellular","may","wed",562,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"1"
38,"admin.","married","university.degree","no","no","no","telephone","jun","fri",460,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"1"
38,"blue-collar","single","high.school","no","no","no","telephone","mar","tue",450,3,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
52,"admin.","married","university.degree","no","no","no","cellular","may","wed",429,3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"1"
37,"admin.","married","university.degree","no","no","yes","cellular","aug","thu",1505,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"1"
33,"admin.","single","university.degree","no","yes","no","cellular","jun","tue",251,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"1"
55,"admin.","divorced","university.degree","no","yes","no","cellular","apr","wed",952,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"1"
33,"services","married","high.school","no","yes","no","cellular","apr","thu",900,2,999,2,"failure",-1.8,93.075,-47.1,1.365,5099.1,"1"
57,"admin.","married","university.degree","no","unknown","unknown","cellular","oct","wed",229,2,3,2,"success",-1.1,94.601,-49.5,0.959,4963.6,"1"
34,"admin.","single","university.degree","no","no","yes","cellular","mar","tue",236,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"1"
38,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",476,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"1"
51,"blue-collar","married","high.school","no","yes","no","cellular","may","wed",809,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"1"
32,"technician","married","professional.course","no","no","no","cellular","oct","wed",486,1,999,0,"nonexistent",-1.1,94.601,-49.5,0.959,4963.6,"1"
60,"admin.","married","university.degree","no","yes","no","telephone","jul","thu",363,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.072,5076.2,"1"
31,"entrepreneur","single","university.degree","no","yes","no","cellular","aug","fri",211,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"1"
33,"technician","single","university.degree","no","unknown","unknown","cellular","apr","thu",527,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"1"
57,"management","married","university.degree","no","yes","no","cellular","nov","wed",589,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"1"
29,"student","single","professional.course","no","yes","yes","cellular","nov","thu",123,1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
25,"unknown","single","university.degree","no","no","no","telephone","jun","wed",2203,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"1"
49,"management","married","university.degree","no","yes","no","cellular","apr","thu",240,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,"1"
68,"retired","married","university.degree","no","yes","no","cellular","jul","mon",546,2,999,1,"failure",-1.7,94.215,-40.3,0.889,4991.6,"1"
46,"technician","married","university.degree","unknown","no","yes","telephone","jun","thu",993,6,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"1"
43,"services","divorced","high.school","no","no","no","cellular","nov","wed",1015,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"1"
35,"admin.","married","university.degree","no","no","no","cellular","jun","thu",510,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"1"
80,"retired","married","basic.4y","no","yes","no","cellular","mar","thu",156,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"1"
29,"admin.","married","university.degree","no","yes","yes","cellular","may","fri",567,3,13,2,"failure",-1.8,93.876,-40,0.684,5008.7,"1"
39,"management","married","university.degree","no","yes","no","telephone","nov","wed",204,1,999,0,"nonexistent",-0.1,93.2,-42,4.663,5195.8,"1"
70,"retired","divorced","basic.4y","no","no","no","cellular","jul","thu",390,2,6,2,"success",-1.7,94.215,-40.3,0.846,4991.6,"1"
54,"retired","married","basic.4y","no","yes","yes","telephone","jul","tue",533,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"1"
51,"management","married","university.degree","unknown","no","yes","telephone","may","thu",1156,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"1"
30,"entrepreneur","married","university.degree","no","no","no","cellular","may","wed",585,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"1"
39,"services","married","high.school","no","yes","no","telephone","jun","fri",554,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"1"
31,"technician","married","professional.course","no","no","no","telephone","jun","wed",371,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"1"
60,"unemployed","married","basic.4y","no","no","no","cellular","nov","thu",627,2,6,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
33,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",482,1,12,1,"success",-1.1,94.767,-50.8,1.049,4963.6,"1"
51,"admin.","married","basic.9y","unknown","yes","no","cellular","jul","wed",228,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"1"
35,"admin.","married","university.degree","no","no","yes","cellular","apr","fri",262,3,999,1,"failure",-1.8,93.749,-34.6,0.663,5008.7,"1"
34,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",461,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"1"
30,"admin.","married","university.degree","no","no","no","cellular","jul","fri",438,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2,"1"
23,"technician","single","university.degree","no","yes","no","cellular","oct","fri",374,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.73,5017.5,"1"
